,marca,modelo,anio,carroceria,traccion,combustible,transmision,asientos,color,kilometraje,verificacion,precio
282,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
283,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
284,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
285,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
286,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
287,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
288,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
289,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
290,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
291,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
292,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
293,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
294,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
295,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
296,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
297,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
298,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
299,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
300,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
301,audi,q5,2012-01-01,suv,4x2,gasolina,automatica,cuerro,gris,154000,,6500
302,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
303,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
304,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
305,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
306,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
307,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
308,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
309,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
310,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
311,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
312,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
313,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
314,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
315,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
316,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
317,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
318,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
319,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
320,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
321,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
322,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
323,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
324,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
325,nissan,x-trail,2015-01-01,suv,4x2,gasolina,automatica,asientos de tela con forros de cuerinq,negro,114169,,8500
326,audi,q5,2012-01-01,suv,4x2,gasolina,automatica,cuerro,gris,154000,,6500
327,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
328,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
329,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
330,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
331,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
332,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
333,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
334,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
335,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
336,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
337,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
338,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
339,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
340,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
341,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
342,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
343,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
344,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
345,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
346,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
347,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
348,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
349,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
350,nissan,x-trail,2015-01-01,suv,4x2,gasolina,automatica,asientos de tela con forros de cuerinq,negro,114169,,8500
351,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12950
352,audi,q5,2012-01-01,suv,4x2,gasolina,automatica,cuerro,gris,154000,,6500
353,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
354,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
355,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
356,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
357,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
358,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
359,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
360,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
361,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
362,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
363,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
364,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
365,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
366,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
367,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
368,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
369,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
370,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
371,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
372,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
373,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
374,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
375,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
376,nissan,x-trail,2015-01-01,suv,4x2,gasolina,automatica,asientos de tela con forros de cuerinq,negro,114169,,8500
377,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12950
378,hyundai,tucson gls,2022-01-01,suv,4x2,gasolina,automatica,cuero,bronze,49000,,28000
379,audi,q5,2012-01-01,suv,4x2,gasolina,automatica,cuerro,gris,154000,,6500
380,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
381,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
382,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
383,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
384,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
385,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
386,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
387,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
388,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
389,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
390,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
391,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
392,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
393,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
394,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
395,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
396,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
397,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
398,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
399,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
400,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
401,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
402,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
403,nissan,x-trail,2015-01-01,suv,4x2,gasolina,automatica,asientos de tela con forros de cuerinq,negro,114169,,8500
404,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12950
405,hyundai,tucson gls,2022-01-01,suv,4x2,gasolina,automatica,cuero,bronze,49000,,28000
406,toyota,land cruiser,2023-01-01,suv,4x4,diesel,manual,cuero,gris,3417,100.0,70000
407,audi,q5,2012-01-01,suv,4x2,gasolina,automatica,cuerro,gris,154000,,6500
408,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
409,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
410,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
411,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
412,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
413,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
414,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
415,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
416,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
417,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
418,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
419,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
420,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
421,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
422,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
423,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
424,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
425,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
426,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
427,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
428,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
429,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
430,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
431,nissan,x-trail,2015-01-01,suv,4x2,gasolina,automatica,asientos de tela con forros de cuerinq,negro,114169,,8500
432,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12950
433,hyundai,tucson gls,2022-01-01,suv,4x2,gasolina,automatica,cuero,bronze,49000,,28000
434,toyota,land cruiser,2023-01-01,suv,4x4,diesel,manual,cuero,gris,3417,100.0,70000
435,nissan,rogue,2015-01-01,suv,4x2,gasolina,automatica,tela,plateado,150000,,8500
436,audi,q5,2012-01-01,suv,4x2,gasolina,automatica,cuerro,gris,154000,,6500
437,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
438,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
439,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
440,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
441,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
442,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
443,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
444,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
445,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
446,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
447,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
448,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
449,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
450,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
451,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
452,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
453,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
454,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
455,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
456,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
457,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
458,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
459,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
460,nissan,x-trail,2015-01-01,suv,4x2,gasolina,automatica,asientos de tela con forros de cuerinq,negro,114169,,8500
461,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12950
462,hyundai,tucson gls,2022-01-01,suv,4x2,gasolina,automatica,cuero,bronze,49000,,28000
463,toyota,land cruiser,2023-01-01,suv,4x4,diesel,manual,cuero,gris,3417,100.0,70000
464,nissan,rogue,2015-01-01,suv,4x2,gasolina,automatica,tela,plateado,150000,,8500
465,acura,tlx,2016-01-01,sedan,4x2,gasolina,automatica,cuero,gris,38111,,17500
466,audi,q5,2012-01-01,suv,4x2,gasolina,automatica,cuerro,gris,154000,,6500
467,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
468,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
469,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
470,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
471,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
472,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
473,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
474,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
475,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
476,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
477,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
478,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
479,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
480,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
481,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
482,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
483,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
484,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
485,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
486,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
487,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
488,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
489,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
490,nissan,x-trail,2015-01-01,suv,4x2,gasolina,automatica,asientos de tela con forros de cuerinq,negro,114169,,8500
491,mazda,cx-9,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris plateado,94918,,12950
492,hyundai,tucson gls,2022-01-01,suv,4x2,gasolina,automatica,cuero,bronze,49000,,28000
493,toyota,land cruiser,2023-01-01,suv,4x4,diesel,manual,cuero,gris,3417,100.0,70000
494,nissan,rogue,2015-01-01,suv,4x2,gasolina,automatica,tela,plateado,150000,,8500
495,acura,tlx,2016-01-01,sedan,4x2,gasolina,automatica,cuero,gris,38111,,17500
496,mercedes-benz,-benz gle 400,2016-01-01,suv,4x4,gasolina,automatica,cuero,blanco,67000,,20000
497,audi,q5,2012-01-01,suv,4x2,gasolina,automatica,cuerro,gris,154000,,6500
498,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
499,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
500,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
501,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
502,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
503,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
504,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
505,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
506,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
507,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
508,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
509,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
510,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
511,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
512,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
513,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
514,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
515,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
516,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
517,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
518,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
519,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
520,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
