nombre,kilometraje,estado,combustible,carroceria,traccion,transmision,asientos,color,verificacion,precio
Kia RIO 2016,96000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$6,900 "
Kia RIO 2018,120000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Azul,,"$8,999 "
Kia Cerato 2015,170000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Negro,,"$7,700 "
BMW 218i Gran Coupï¿½ 2020,42000,Usado,Gasolina,Coupe,4x2,Automática,Cuero,Blanco,,"$22,000 "
Honda Civic full extra 2016,140000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Crema,,"$9,999 "
MINI Cooper 2020,30500,Usado,Gasolina,Hatchback,4x2,Automática,cuero suave,Negro,,"$19,250 "
Mercedes-Benz Mercedes AMG GLE 63s Coupe 2016,48000,Usado,Gasolina,SUV,4x4,Automática,cuero,gris,92,"$85,000 "
Subaru XV 2017,69000,Usado,Gasolina,SUV,4x4,Automática,cuero,Azul,,"$13,300 "
Suzuki Ciaz 2020,85000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$8,500 "
Hyundai Tucson 2016,65000,Usado,Gasolina,Pickup,4x2,Automática,Tela,Gris,,"$10,500 "
Tesla Model X 2022 Long Range,6200,Usado,Eléctrico,SUV,4x4,Automática,Cuero,Midnight Silver Metallic,95,"$89,000 "
Nissan Xtrail 2023,43000,Usado,Gasolina,SUV,4x2,Automática,Tela,Plateado,,"$26,500 "
Renault Captur 2018,98200,Usado,Gasolina,SUV,4x2,Automática,Tela,Blanco,,"$6,900 "
BMW 318i 2017,75000,Usado,Gasolina,Sedan,4x2,Automática,CUERO,GRIS,,"$13,900 "
Tesla Model 3 2018 Bajo Perfil,44000,Usado,Eléctrico,Sedan,4x4,Automática,Cuero vegano,Red Multi-Coat,93,"$55,000 "
Honda Crv 2021,72000,Usado,Gasolina,SUV,4x2,Automática,Tela,Rojo,,"$23,100 "
Audi Q3 2012,69602,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris,,"$8,300 "
Audi Q5 2012,154000,Usado,Gasolina,SUV,4x2,Automática,Cuerro,Gris,,"$6,500 "
Toyota Corolla Sport Edition Full Extras 2019,78000,Usado,Gasolina,Sedan,4x2,Automática,Cuero,Azul Marino,95,"$17,500 "
Nissan Navara 2015,360000,Usado,Diesel,Pickup,4x4,Automática,Cuero,Gris plata,,"$14,000 "
Hyundai i20-Active 2017,114000,Usado,Gasolina,SUV,4x2,Manual,Algodón,Gris ratón,,"$7,500 "
Nissan Extrail 2013,190000,Usado,Gasolina,SUV,4x2,Automática,Tela,Negro,,"$6,500 "
Kia RIO 2016,96000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$6,900 "
Kia RIO 2018,120000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Azul,,"$8,999 "
Kia Cerato 2015,170000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Negro,,"$7,700 "
BMW 218i Gran Coupï¿½ 2020,42000,Usado,Gasolina,Coupe,4x2,Automática,Cuero,Blanco,,"$22,000 "
Honda Civic full extra 2016,140000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Crema,,"$9,999 "
MINI Cooper 2020,30500,Usado,Gasolina,Hatchback,4x2,Automática,cuero suave,Negro,,"$19,250 "
Mercedes-Benz Mercedes AMG GLE 63s Coupe 2016,48000,Usado,Gasolina,SUV,4x4,Automática,cuero,gris,92,"$85,000 "
Subaru XV 2017,69000,Usado,Gasolina,SUV,4x4,Automática,cuero,Azul,,"$13,300 "
Suzuki Ciaz 2020,85000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$8,500 "
Hyundai Tucson 2016,65000,Usado,Gasolina,Pickup,4x2,Automática,Tela,Gris,,"$10,500 "
Tesla Model X 2022 Long Range,6200,Usado,Eléctrico,SUV,4x4,Automática,Cuero,Midnight Silver Metallic,95,"$89,000 "
Nissan Xtrail 2023,43000,Usado,Gasolina,SUV,4x2,Automática,Tela,Plateado,,"$26,500 "
Renault Captur 2018,98200,Usado,Gasolina,SUV,4x2,Automática,Tela,Blanco,,"$6,900 "
BMW 318i 2017,75000,Usado,Gasolina,Sedan,4x2,Automática,CUERO,GRIS,,"$13,900 "
Tesla Model 3 2018 Bajo Perfil,44000,Usado,Eléctrico,Sedan,4x4,Automática,Cuero vegano,Red Multi-Coat,93,"$55,000 "
Honda Crv 2021,72000,Usado,Gasolina,SUV,4x2,Automática,Tela,Rojo,,"$23,100 "
Audi Q3 2012,69602,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris,,"$8,300 "
Hyundai Accent 2016,107413,Usado,Gasolina,Sedan,4x2,Manual,tela,plateado,,"$6,800 "
Audi Q5 2012,154000,Usado,Gasolina,SUV,4x2,Automática,Cuerro,Gris,,"$6,500 "
Toyota Corolla Sport Edition Full Extras 2019,78000,Usado,Gasolina,Sedan,4x2,Automática,Cuero,Azul Marino,95,"$17,500 "
Nissan Navara 2015,360000,Usado,Diesel,Pickup,4x4,Automática,Cuero,Gris plata,,"$14,000 "
Hyundai i20-Active 2017,114000,Usado,Gasolina,SUV,4x2,Manual,Algodón,Gris ratón,,"$7,500 "
Nissan Extrail 2013,190000,Usado,Gasolina,SUV,4x2,Automática,Tela,Negro,,"$6,500 "
Kia RIO 2016,96000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$6,900 "
Kia RIO 2018,120000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Azul,,"$8,999 "
Kia Cerato 2015,170000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Negro,,"$7,700 "
BMW 218i Gran Coupï¿½ 2020,42000,Usado,Gasolina,Coupe,4x2,Automática,Cuero,Blanco,,"$22,000 "
Honda Civic full extra 2016,140000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Crema,,"$9,999 "
MINI Cooper 2020,30500,Usado,Gasolina,Hatchback,4x2,Automática,cuero suave,Negro,,"$19,250 "
Mercedes-Benz Mercedes AMG GLE 63s Coupe 2016,48000,Usado,Gasolina,SUV,4x4,Automática,cuero,gris,92,"$85,000 "
Subaru XV 2017,69000,Usado,Gasolina,SUV,4x4,Automática,cuero,Azul,,"$13,300 "
Suzuki Ciaz 2020,85000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$8,500 "
Hyundai Tucson 2016,65000,Usado,Gasolina,Pickup,4x2,Automática,Tela,Gris,,"$10,500 "
Tesla Model X 2022 Long Range,6200,Usado,Eléctrico,SUV,4x4,Automática,Cuero,Midnight Silver Metallic,95,"$89,000 "
Nissan Xtrail 2023,43000,Usado,Gasolina,SUV,4x2,Automática,Tela,Plateado,,"$26,500 "
Renault Captur 2018,98200,Usado,Gasolina,SUV,4x2,Automática,Tela,Blanco,,"$6,900 "
BMW 318i 2017,75000,Usado,Gasolina,Sedan,4x2,Automática,CUERO,GRIS,,"$13,900 "
Tesla Model 3 2018 Bajo Perfil,44000,Usado,Eléctrico,Sedan,4x4,Automática,Cuero vegano,Red Multi-Coat,93,"$55,000 "
Honda Crv 2021,72000,Usado,Gasolina,SUV,4x2,Automática,Tela,Rojo,,"$23,100 "
Audi Q3 2012,69602,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris,,"$8,300 "
Hyundai Accent 2016,107413,Usado,Gasolina,Sedan,4x2,Manual,tela,plateado,,"$6,800 "
Toyota Corolla 2021,52000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Rojo,,"$16,500 "
Audi Q5 2012,154000,Usado,Gasolina,SUV,4x2,Automática,Cuerro,Gris,,"$6,500 "
Toyota Corolla Sport Edition Full Extras 2019,78000,Usado,Gasolina,Sedan,4x2,Automática,Cuero,Azul Marino,95,"$17,500 "
Nissan Navara 2015,360000,Usado,Diesel,Pickup,4x4,Automática,Cuero,Gris plata,,"$14,000 "
Hyundai i20-Active 2017,114000,Usado,Gasolina,SUV,4x2,Manual,Algodón,Gris ratón,,"$7,500 "
Nissan Extrail 2013,190000,Usado,Gasolina,SUV,4x2,Automática,Tela,Negro,,"$6,500 "
Kia RIO 2016,96000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$6,900 "
Kia RIO 2018,120000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Azul,,"$8,999 "
Kia Cerato 2015,170000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Negro,,"$7,700 "
BMW 218i Gran Coupï¿½ 2020,42000,Usado,Gasolina,Coupe,4x2,Automática,Cuero,Blanco,,"$22,000 "
Honda Civic full extra 2016,140000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Crema,,"$9,999 "
MINI Cooper 2020,30500,Usado,Gasolina,Hatchback,4x2,Automática,cuero suave,Negro,,"$19,250 "
Mercedes-Benz Mercedes AMG GLE 63s Coupe 2016,48000,Usado,Gasolina,SUV,4x4,Automática,cuero,gris,92,"$85,000 "
Subaru XV 2017,69000,Usado,Gasolina,SUV,4x4,Automática,cuero,Azul,,"$13,300 "
Suzuki Ciaz 2020,85000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$8,500 "
Hyundai Tucson 2016,65000,Usado,Gasolina,Pickup,4x2,Automática,Tela,Gris,,"$10,500 "
Tesla Model X 2022 Long Range,6200,Usado,Eléctrico,SUV,4x4,Automática,Cuero,Midnight Silver Metallic,95,"$89,000 "
Nissan Xtrail 2023,43000,Usado,Gasolina,SUV,4x2,Automática,Tela,Plateado,,"$26,500 "
Renault Captur 2018,98200,Usado,Gasolina,SUV,4x2,Automática,Tela,Blanco,,"$6,900 "
BMW 318i 2017,75000,Usado,Gasolina,Sedan,4x2,Automática,CUERO,GRIS,,"$13,900 "
Tesla Model 3 2018 Bajo Perfil,44000,Usado,Eléctrico,Sedan,4x4,Automática,Cuero vegano,Red Multi-Coat,93,"$55,000 "
Honda Crv 2021,72000,Usado,Gasolina,SUV,4x2,Automática,Tela,Rojo,,"$23,100 "
Audi Q3 2012,69602,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris,,"$8,300 "
Hyundai Accent 2016,107413,Usado,Gasolina,Sedan,4x2,Manual,tela,plateado,,"$6,800 "
Toyota Corolla 2021,52000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Rojo,,"$16,500 "
Nissan X-trail 2015,114169,Usado,Gasolina,SUV,4x2,Automática,Asientos de tela con forros de cuerinq,Negro,,"$8,500 "
Audi Q5 2012,154000,Usado,Gasolina,SUV,4x2,Automática,Cuerro,Gris,,"$6,500 "
Toyota Corolla Sport Edition Full Extras 2019,78000,Usado,Gasolina,Sedan,4x2,Automática,Cuero,Azul Marino,95,"$17,500 "
Nissan Navara 2015,360000,Usado,Diesel,Pickup,4x4,Automática,Cuero,Gris plata,,"$14,000 "
Hyundai i20-Active 2017,114000,Usado,Gasolina,SUV,4x2,Manual,Algodón,Gris ratón,,"$7,500 "
Nissan Extrail 2013,190000,Usado,Gasolina,SUV,4x2,Automática,Tela,Negro,,"$6,500 "
Kia RIO 2016,96000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$6,900 "
Kia RIO 2018,120000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Azul,,"$8,999 "
Kia Cerato 2015,170000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Negro,,"$7,700 "
BMW 218i Gran Coupï¿½ 2020,42000,Usado,Gasolina,Coupe,4x2,Automática,Cuero,Blanco,,"$22,000 "
Honda Civic full extra 2016,140000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Crema,,"$9,999 "
MINI Cooper 2020,30500,Usado,Gasolina,Hatchback,4x2,Automática,cuero suave,Negro,,"$19,250 "
Mercedes-Benz Mercedes AMG GLE 63s Coupe 2016,48000,Usado,Gasolina,SUV,4x4,Automática,cuero,gris,92,"$85,000 "
Subaru XV 2017,69000,Usado,Gasolina,SUV,4x4,Automática,cuero,Azul,,"$13,300 "
Suzuki Ciaz 2020,85000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$8,500 "
Hyundai Tucson 2016,65000,Usado,Gasolina,Pickup,4x2,Automática,Tela,Gris,,"$10,500 "
Tesla Model X 2022 Long Range,6200,Usado,Eléctrico,SUV,4x4,Automática,Cuero,Midnight Silver Metallic,95,"$89,000 "
Nissan Xtrail 2023,43000,Usado,Gasolina,SUV,4x2,Automática,Tela,Plateado,,"$26,500 "
Renault Captur 2018,98200,Usado,Gasolina,SUV,4x2,Automática,Tela,Blanco,,"$6,900 "
BMW 318i 2017,75000,Usado,Gasolina,Sedan,4x2,Automática,CUERO,GRIS,,"$13,900 "
Tesla Model 3 2018 Bajo Perfil,44000,Usado,Eléctrico,Sedan,4x4,Automática,Cuero vegano,Red Multi-Coat,93,"$55,000 "
Honda Crv 2021,72000,Usado,Gasolina,SUV,4x2,Automática,Tela,Rojo,,"$23,100 "
Audi Q3 2012,69602,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris,,"$8,300 "
Hyundai Accent 2016,107413,Usado,Gasolina,Sedan,4x2,Manual,tela,plateado,,"$6,800 "
Toyota Corolla 2021,52000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Rojo,,"$16,500 "
Nissan X-trail 2015,114169,Usado,Gasolina,SUV,4x2,Automática,Asientos de tela con forros de cuerinq,Negro,,"$8,500 "
Mazda CX-9 2016,94918,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris plateado,,"$12,950 "
Audi Q5 2012,154000,Usado,Gasolina,SUV,4x2,Automática,Cuerro,Gris,,"$6,500 "
Toyota Corolla Sport Edition Full Extras 2019,78000,Usado,Gasolina,Sedan,4x2,Automática,Cuero,Azul Marino,95,"$17,500 "
Nissan Navara 2015,360000,Usado,Diesel,Pickup,4x4,Automática,Cuero,Gris plata,,"$14,000 "
Hyundai i20-Active 2017,114000,Usado,Gasolina,SUV,4x2,Manual,Algodón,Gris ratón,,"$7,500 "
Nissan Extrail 2013,190000,Usado,Gasolina,SUV,4x2,Automática,Tela,Negro,,"$6,500 "
Kia RIO 2016,96000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$6,900 "
Kia RIO 2018,120000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Azul,,"$8,999 "
Kia Cerato 2015,170000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Negro,,"$7,700 "
BMW 218i Gran Coupï¿½ 2020,42000,Usado,Gasolina,Coupe,4x2,Automática,Cuero,Blanco,,"$22,000 "
Honda Civic full extra 2016,140000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Crema,,"$9,999 "
MINI Cooper 2020,30500,Usado,Gasolina,Hatchback,4x2,Automática,cuero suave,Negro,,"$19,250 "
Mercedes-Benz Mercedes AMG GLE 63s Coupe 2016,48000,Usado,Gasolina,SUV,4x4,Automática,cuero,gris,92,"$85,000 "
Subaru XV 2017,69000,Usado,Gasolina,SUV,4x4,Automática,cuero,Azul,,"$13,300 "
Suzuki Ciaz 2020,85000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$8,500 "
Hyundai Tucson 2016,65000,Usado,Gasolina,Pickup,4x2,Automática,Tela,Gris,,"$10,500 "
Tesla Model X 2022 Long Range,6200,Usado,Eléctrico,SUV,4x4,Automática,Cuero,Midnight Silver Metallic,95,"$89,000 "
Nissan Xtrail 2023,43000,Usado,Gasolina,SUV,4x2,Automática,Tela,Plateado,,"$26,500 "
Renault Captur 2018,98200,Usado,Gasolina,SUV,4x2,Automática,Tela,Blanco,,"$6,900 "
BMW 318i 2017,75000,Usado,Gasolina,Sedan,4x2,Automática,CUERO,GRIS,,"$13,900 "
Tesla Model 3 2018 Bajo Perfil,44000,Usado,Eléctrico,Sedan,4x4,Automática,Cuero vegano,Red Multi-Coat,93,"$55,000 "
Honda Crv 2021,72000,Usado,Gasolina,SUV,4x2,Automática,Tela,Rojo,,"$23,100 "
Audi Q3 2012,69602,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris,,"$8,300 "
Hyundai Accent 2016,107413,Usado,Gasolina,Sedan,4x2,Manual,tela,plateado,,"$6,800 "
Toyota Corolla 2021,52000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Rojo,,"$16,500 "
Nissan X-trail 2015,114169,Usado,Gasolina,SUV,4x2,Automática,Asientos de tela con forros de cuerinq,Negro,,"$8,500 "
Mazda CX-9 2016,94918,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris plateado,,"$12,950 "
Hyundai Tucson GLS Full 2022,49000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Bronze,,"$28,000 "
Audi Q5 2012,154000,Usado,Gasolina,SUV,4x2,Automática,Cuerro,Gris,,"$6,500 "
Toyota Corolla Sport Edition Full Extras 2019,78000,Usado,Gasolina,Sedan,4x2,Automática,Cuero,Azul Marino,95,"$17,500 "
Nissan Navara 2015,360000,Usado,Diesel,Pickup,4x4,Automática,Cuero,Gris plata,,"$14,000 "
Hyundai i20-Active 2017,114000,Usado,Gasolina,SUV,4x2,Manual,Algodón,Gris ratón,,"$7,500 "
Nissan Extrail 2013,190000,Usado,Gasolina,SUV,4x2,Automática,Tela,Negro,,"$6,500 "
Kia RIO 2016,96000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$6,900 "
Kia RIO 2018,120000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Azul,,"$8,999 "
Kia Cerato 2015,170000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Negro,,"$7,700 "
BMW 218i Gran Coupï¿½ 2020,42000,Usado,Gasolina,Coupe,4x2,Automática,Cuero,Blanco,,"$22,000 "
Honda Civic full extra 2016,140000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Crema,,"$9,999 "
MINI Cooper 2020,30500,Usado,Gasolina,Hatchback,4x2,Automática,cuero suave,Negro,,"$19,250 "
Mercedes-Benz Mercedes AMG GLE 63s Coupe 2016,48000,Usado,Gasolina,SUV,4x4,Automática,cuero,gris,92,"$85,000 "
Subaru XV 2017,69000,Usado,Gasolina,SUV,4x4,Automática,cuero,Azul,,"$13,300 "
Suzuki Ciaz 2020,85000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$8,500 "
Hyundai Tucson 2016,65000,Usado,Gasolina,Pickup,4x2,Automática,Tela,Gris,,"$10,500 "
Tesla Model X 2022 Long Range,6200,Usado,Eléctrico,SUV,4x4,Automática,Cuero,Midnight Silver Metallic,95,"$89,000 "
Nissan Xtrail 2023,43000,Usado,Gasolina,SUV,4x2,Automática,Tela,Plateado,,"$26,500 "
Renault Captur 2018,98200,Usado,Gasolina,SUV,4x2,Automática,Tela,Blanco,,"$6,900 "
BMW 318i 2017,75000,Usado,Gasolina,Sedan,4x2,Automática,CUERO,GRIS,,"$13,900 "
Tesla Model 3 2018 Bajo Perfil,44000,Usado,Eléctrico,Sedan,4x4,Automática,Cuero vegano,Red Multi-Coat,93,"$55,000 "
Honda Crv 2021,72000,Usado,Gasolina,SUV,4x2,Automática,Tela,Rojo,,"$23,100 "
Audi Q3 2012,69602,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris,,"$8,300 "
Hyundai Accent 2016,107413,Usado,Gasolina,Sedan,4x2,Manual,tela,plateado,,"$6,800 "
Toyota Corolla 2021,52000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Rojo,,"$16,500 "
Nissan X-trail 2015,114169,Usado,Gasolina,SUV,4x2,Automática,Asientos de tela con forros de cuerinq,Negro,,"$8,500 "
Mazda CX-9 2016,94918,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris plateado,,"$12,950 "
Hyundai Tucson GLS Full 2022,49000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Bronze,,"$28,000 "
Toyota Land Cruiser 2023,3417,Usado,Diesel,SUV,4x4,Manual,CUERO,GRIS,100,"$70,000 "
Audi Q5 2012,154000,Usado,Gasolina,SUV,4x2,Automática,Cuerro,Gris,,"$6,500 "
Toyota Corolla Sport Edition Full Extras 2019,78000,Usado,Gasolina,Sedan,4x2,Automática,Cuero,Azul Marino,95,"$17,500 "
Nissan Navara 2015,360000,Usado,Diesel,Pickup,4x4,Automática,Cuero,Gris plata,,"$14,000 "
Hyundai i20-Active 2017,114000,Usado,Gasolina,SUV,4x2,Manual,Algodón,Gris ratón,,"$7,500 "
Nissan Extrail 2013,190000,Usado,Gasolina,SUV,4x2,Automática,Tela,Negro,,"$6,500 "
Kia RIO 2016,96000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$6,900 "
Kia RIO 2018,120000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Azul,,"$8,999 "
Kia Cerato 2015,170000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Negro,,"$7,700 "
BMW 218i Gran Coupï¿½ 2020,42000,Usado,Gasolina,Coupe,4x2,Automática,Cuero,Blanco,,"$22,000 "
Honda Civic full extra 2016,140000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Crema,,"$9,999 "
MINI Cooper 2020,30500,Usado,Gasolina,Hatchback,4x2,Automática,cuero suave,Negro,,"$19,250 "
Mercedes-Benz Mercedes AMG GLE 63s Coupe 2016,48000,Usado,Gasolina,SUV,4x4,Automática,cuero,gris,92,"$85,000 "
Subaru XV 2017,69000,Usado,Gasolina,SUV,4x4,Automática,cuero,Azul,,"$13,300 "
Suzuki Ciaz 2020,85000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$8,500 "
Hyundai Tucson 2016,65000,Usado,Gasolina,Pickup,4x2,Automática,Tela,Gris,,"$10,500 "
Tesla Model X 2022 Long Range,6200,Usado,Eléctrico,SUV,4x4,Automática,Cuero,Midnight Silver Metallic,95,"$89,000 "
Nissan Xtrail 2023,43000,Usado,Gasolina,SUV,4x2,Automática,Tela,Plateado,,"$26,500 "
Renault Captur 2018,98200,Usado,Gasolina,SUV,4x2,Automática,Tela,Blanco,,"$6,900 "
BMW 318i 2017,75000,Usado,Gasolina,Sedan,4x2,Automática,CUERO,GRIS,,"$13,900 "
Tesla Model 3 2018 Bajo Perfil,44000,Usado,Eléctrico,Sedan,4x4,Automática,Cuero vegano,Red Multi-Coat,93,"$55,000 "
Honda Crv 2021,72000,Usado,Gasolina,SUV,4x2,Automática,Tela,Rojo,,"$23,100 "
Audi Q3 2012,69602,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris,,"$8,300 "
Hyundai Accent 2016,107413,Usado,Gasolina,Sedan,4x2,Manual,tela,plateado,,"$6,800 "
Toyota Corolla 2021,52000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Rojo,,"$16,500 "
Nissan X-trail 2015,114169,Usado,Gasolina,SUV,4x2,Automática,Asientos de tela con forros de cuerinq,Negro,,"$8,500 "
Mazda CX-9 2016,94918,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris plateado,,"$12,950 "
Hyundai Tucson GLS Full 2022,49000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Bronze,,"$28,000 "
Toyota Land Cruiser 2023,3417,Usado,Diesel,SUV,4x4,Manual,CUERO,GRIS,100,"$70,000 "
Nissan Rogue 2015,150000,Usado,Gasolina,SUV,4x2,Automática,Tela,Plateado,,"$8,500 "
Audi Q5 2012,154000,Usado,Gasolina,SUV,4x2,Automática,Cuerro,Gris,,"$6,500 "
Toyota Corolla Sport Edition Full Extras 2019,78000,Usado,Gasolina,Sedan,4x2,Automática,Cuero,Azul Marino,95,"$17,500 "
Nissan Navara 2015,360000,Usado,Diesel,Pickup,4x4,Automática,Cuero,Gris plata,,"$14,000 "
Hyundai i20-Active 2017,114000,Usado,Gasolina,SUV,4x2,Manual,Algodón,Gris ratón,,"$7,500 "
Nissan Extrail 2013,190000,Usado,Gasolina,SUV,4x2,Automática,Tela,Negro,,"$6,500 "
Kia RIO 2016,96000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$6,900 "
Kia RIO 2018,120000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Azul,,"$8,999 "
Kia Cerato 2015,170000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Negro,,"$7,700 "
BMW 218i Gran Coupï¿½ 2020,42000,Usado,Gasolina,Coupe,4x2,Automática,Cuero,Blanco,,"$22,000 "
Honda Civic full extra 2016,140000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Crema,,"$9,999 "
MINI Cooper 2020,30500,Usado,Gasolina,Hatchback,4x2,Automática,cuero suave,Negro,,"$19,250 "
Mercedes-Benz Mercedes AMG GLE 63s Coupe 2016,48000,Usado,Gasolina,SUV,4x4,Automática,cuero,gris,92,"$85,000 "
Subaru XV 2017,69000,Usado,Gasolina,SUV,4x4,Automática,cuero,Azul,,"$13,300 "
Suzuki Ciaz 2020,85000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$8,500 "
Hyundai Tucson 2016,65000,Usado,Gasolina,Pickup,4x2,Automática,Tela,Gris,,"$10,500 "
Tesla Model X 2022 Long Range,6200,Usado,Eléctrico,SUV,4x4,Automática,Cuero,Midnight Silver Metallic,95,"$89,000 "
Nissan Xtrail 2023,43000,Usado,Gasolina,SUV,4x2,Automática,Tela,Plateado,,"$26,500 "
Renault Captur 2018,98200,Usado,Gasolina,SUV,4x2,Automática,Tela,Blanco,,"$6,900 "
BMW 318i 2017,75000,Usado,Gasolina,Sedan,4x2,Automática,CUERO,GRIS,,"$13,900 "
Tesla Model 3 2018 Bajo Perfil,44000,Usado,Eléctrico,Sedan,4x4,Automática,Cuero vegano,Red Multi-Coat,93,"$55,000 "
Honda Crv 2021,72000,Usado,Gasolina,SUV,4x2,Automática,Tela,Rojo,,"$23,100 "
Audi Q3 2012,69602,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris,,"$8,300 "
Hyundai Accent 2016,107413,Usado,Gasolina,Sedan,4x2,Manual,tela,plateado,,"$6,800 "
Toyota Corolla 2021,52000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Rojo,,"$16,500 "
Nissan X-trail 2015,114169,Usado,Gasolina,SUV,4x2,Automática,Asientos de tela con forros de cuerinq,Negro,,"$8,500 "
Mazda CX-9 2016,94918,Usado,Gasolina,SUV,4x4,Automática,Cuero,Gris plateado,,"$12,950 "
Hyundai Tucson GLS Full 2022,49000,Usado,Gasolina,SUV,4x2,Automática,Cuero,Bronze,,"$28,000 "
Toyota Land Cruiser 2023,3417,Usado,Diesel,SUV,4x4,Manual,CUERO,GRIS,100,"$70,000 "
Nissan Rogue 2015,150000,Usado,Gasolina,SUV,4x2,Automática,Tela,Plateado,,"$8,500 "
Acura TLX 2016,38111,Usado,Gasolina,Sedan,4x2,Automática,Cuero,Gris,,"$17,500 "
Audi Q5 2012,154000,Usado,Gasolina,SUV,4x2,Automática,Cuerro,Gris,,"$6,500 "
Toyota Corolla Sport Edition Full Extras 2019,78000,Usado,Gasolina,Sedan,4x2,Automática,Cuero,Azul Marino,95,"$17,500 "
Nissan Navara 2015,360000,Usado,Diesel,Pickup,4x4,Automática,Cuero,Gris plata,,"$14,000 "
Hyundai i20-Active 2017,114000,Usado,Gasolina,SUV,4x2,Manual,Algodón,Gris ratón,,"$7,500 "
Nissan Extrail 2013,190000,Usado,Gasolina,SUV,4x2,Automática,Tela,Negro,,"$6,500 "
Kia RIO 2016,96000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Gris,,"$6,900 "
Kia RIO 2018,120000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Azul,,"$8,999 "
Kia Cerato 2015,170000,Usado,Gasolina,Sedan,4x2,Automática,Tela,Negro,,"$7,700 "
BMW 218i Gran Coupï¿½ 2020,42000,Usado,Gasolina,Coupe,4x2,Automática,Cuero,Blanco,,"$22,000 "
